Показник,Значення,Рік,Громада,Джерело
Аварій в системі холодного водопостачання,"1361,00",2020,Вінниця,Водоканал
Мереж водопостачання в аварійному стані,"172,70",2020,Вінниця,Водоканал
Годин без водовідведення та каналізації внаслідок аварій,"3,00",2020,Вінниця,Водоканал
Аварій в системі водовідведення та каналізації,"34,00",2020,Вінниця,Водоканал
Мереж водовідведення та каналізації в аварійному стані,"97,60",2020,Вінниця,Водоканал
Домогосподарств із централізованим водопостачанням,"129835,00",2020,Вінниця,Водоканал
"Осіб, котрим надається водопостачання","363990,00",2020,Вінниця,Водоканал
Спожито енергоресурсів підприємствами водопостачання,"23587000,00",2020,Вінниця,Водоканал
Каналізаційних стоків за рік,"23985918,00",2020,Вінниця,Водоканал
Мулу із каналізаційних стоків за рік,"20695,80",2020,Вінниця,Водоканал
Мереж водопостачання,"631,50",2020,Вінниця,Водоканал
Мереж водовідведення та каналізації,"551,00",2020,Вінниця,Водоканал
"Електроенергія із ВДЕ, вироблена в громаді (сонячна+вітрова+біомаси+гідро+геотермальна)","364786,00",2018,Вінниця,Обленерго
"Вся електроенергія, спожита в громаді","860125943,00",2018,Вінниця,Обленерго
"Електроенергія із ВДЕ, вироблена в громаді (сонячна+вітрова+біомаси+гідро+геотермальна)","710756,00",2019,Вінниця,Обленерго
"Вся електроенергія, спожита в громаді","848146639,00",2019,Вінниця,Обленерго
"Електроенергія із ВДЕ, вироблена в громаді (сонячна+вітрова+біомаси+гідро+геотермальна)","1295861,00",2020,Вінниця,Обленерго
"Вся електроенергія, спожита в громаді","835380039,00",2020,Вінниця,Обленерго
"Енергія із ВДЕ, вироблена в громаді","7036150,00",2018,Вінниця,Міськтеплоенерго
"Теплова енергія із ВДЕ, вироблена в громаді (гео-, водо-, геліотермальна+біомаси+біопалива)","7036150,00",2018,Вінниця,Міськтеплоенерго
Реалізовано теплової енергії теплопостачальними підприємствами на опалення та ГВП,"651483525,00",2018,Вінниця,Міськтеплоенерго
Спожито енергії в багатоквартирних будинках із централізованим опаленням,"451934822,00",2018,Вінниця,Міськтеплоенерго
Спожито теплової енергії в житловому секторі,"451934822,00",2018,Вінниця,Міськтеплоенерго
"Вся енергія (електроенергія та тепло), спожита в громаді","651483525,00",2018,Вінниця,Міськтеплоенерго
"Вся теплова енергія, спожита в громаді","651483525,00",2018,Вінниця,Міськтеплоенерго
Спожито енергоресурсів теплопостачальними підприємствами та підприємствами ГВП,"989156951,00",2018,Вінниця,Міськтеплоенерго
Спожито енергоресурсів теплопостачальними підприємствами саме на теплопостачання,"989156951,00",2018,Вінниця,Міськтеплоенерго
Домогосподарств із централізованим теплопостачанням,"80904,00",2018,Вінниця,Міськтеплоенерго
Домогосподарств із гарячим водопостачанням,"47528,00",2018,Вінниця,Міськтеплоенерго
Опалювальна площа квартир в багатоквартирних будинках із централізованим опаленням,"781595,60",2018,Вінниця,Міськтеплоенерго
"Енергія із ВДЕ, вироблена в громаді","13019785,00",2019,Вінниця,Міськтеплоенерго
"Теплова енергія із ВДЕ, вироблена в громаді (гео-, водо-, геліотермальна+біомаси+біопалива)","13019785,00",2019,Вінниця,Міськтеплоенерго
Реалізовано теплової енергії теплопостачальними підприємствами на опалення та ГВП,"607423270,00",2019,Вінниця,Міськтеплоенерго
Спожито енергії в багатоквартирних будинках із централізованим опаленням,"407553579,00",2019,Вінниця,Міськтеплоенерго
Спожито теплової енергії в житловому секторі,"407553579,00",2019,Вінниця,Міськтеплоенерго
"Вся енергія (електроенергія та тепло), спожита в громаді","607423270,00",2019,Вінниця,Міськтеплоенерго
"Вся теплова енергія, спожита в громаді","607423270,00",2019,Вінниця,Міськтеплоенерго
Спожито енергоресурсів теплопостачальними підприємствами та підприємствами ГВП,"947830044,00",2019,Вінниця,Міськтеплоенерго
Спожито енергоресурсів теплопостачальними підприємствами саме на теплопостачання,"947830044,00",2019,Вінниця,Міськтеплоенерго
Домогосподарств із централізованим теплопостачанням,"80618,00",2019,Вінниця,Міськтеплоенерго
Домогосподарств із гарячим водопостачанням,"46638,00",2019,Вінниця,Міськтеплоенерго
Опалювальна площа квартир в багатоквартирних будинках із централізованим опаленням,"782510,20",2019,Вінниця,Міськтеплоенерго
"Енергія із ВДЕ, вироблена в громаді","5176513,00",2020,Вінниця,Міськтеплоенерго
"Теплова енергія із ВДЕ, вироблена в громаді (гео-, водо-, геліотермальна+біомаси+біопалива)","5176513,00",2020,Вінниця,Міськтеплоенерго
Реалізовано теплової енергії теплопостачальними підприємствами на опалення та ГВП,"602758477,00",2020,Вінниця,Міськтеплоенерго
Спожито енергії в багатоквартирних будинках із централізованим опаленням,"407383781,00",2020,Вінниця,Міськтеплоенерго
Спожито теплової енергії в житловому секторі,"407383781,00",2020,Вінниця,Міськтеплоенерго
"Вся енергія (електроенергія та тепло), спожита в громаді","602758477,00",2020,Вінниця,Міськтеплоенерго
"Вся теплова енергія, спожита в громаді","602758477,00",2020,Вінниця,Міськтеплоенерго
Спожито енергоресурсів теплопостачальними підприємствами та підприємствами ГВП,"901936916,00",2020,Вінниця,Міськтеплоенерго
Спожито енергоресурсів теплопостачальними підприємствами саме на теплопостачання,"901936916,00",2020,Вінниця,Міськтеплоенерго
Домогосподарств із централізованим теплопостачанням,"80375,00",2020,Вінниця,Міськтеплоенерго
Домогосподарств із гарячим водопостачанням,"46308,00",2020,Вінниця,Міськтеплоенерго
Опалювальна площа квартир в багатоквартирних будинках із централізованим опаленням,"793123,60",2020,Вінниця,Міськтеплоенерго
Годин без теплопостачання внаслідок аварій,"1877,00",2018,Вінниця,Міськтеплоенерго
Аварій в системі теплопостачання,"211,00",2018,Вінниця,Міськтеплоенерго
Годин без гарячого водопостачання внаслідок аварій,"21259,00",2018,Вінниця,Міськтеплоенерго
Аварій в системі гарячого водопостачання,"509,00",2018,Вінниця,Міськтеплоенерго
Домогосподарств із централізованим теплопостачанням,"80904,00",2018,Вінниця,Міськтеплоенерго
Кількість діб надання ГВП,"365,00",2018,Вінниця,Міськтеплоенерго
Спожито гарячої води в житловому секторі,"79679456,00",2018,Вінниця,Міськтеплоенерго
Годин без теплопостачання внаслідок аварій,"6099,00",2019,Вінниця,Міськтеплоенерго
Аварій в системі теплопостачання,"185,00",2019,Вінниця,Міськтеплоенерго
Годин без гарячого водопостачання внаслідок аварій,"40450,00",2019,Вінниця,Міськтеплоенерго
Аварій в системі гарячого водопостачання,"429,00",2019,Вінниця,Міськтеплоенерго
Домогосподарств із централізованим теплопостачанням,"80618,00",2019,Вінниця,Міськтеплоенерго
Кількість діб надання ГВП,"365,00",2019,Вінниця,Міськтеплоенерго
Спожито гарячої води в житловому секторі,"75256567,00",2019,Вінниця,Міськтеплоенерго
Годин без теплопостачання внаслідок аварій,"1696,00",2020,Вінниця,Міськтеплоенерго
Аварій в системі теплопостачання,"116,00",2020,Вінниця,Міськтеплоенерго
Годин без гарячого водопостачання внаслідок аварій,"29727,00",2020,Вінниця,Міськтеплоенерго
Аварій в системі гарячого водопостачання,"374,00",2020,Вінниця,Міськтеплоенерго
Домогосподарств із централізованим теплопостачанням,"80375,00",2020,Вінниця,Міськтеплоенерго
Кількість діб надання ГВП,"366,00",2020,Вінниця,Міськтеплоенерго
Спожито гарячої води в житловому секторі,"80888976,00",2020,Вінниця,Міськтеплоенерго
"Теплова енергія із ВДЕ, вироблена в громаді (гео-, водо-, геліотермальна+біомаси+біопалива)","1510,00",2018,Вінниця,Обленерго
"Вся енергія (електроенергія та тепло), спожита в громаді","47689,10",2018,Вінниця,Обленерго
Опалювальна площа квартир в багатоквартирних будинках з індивідуальним опаленням,"36997,00",2018,Вінниця,Обленерго
Опалювальна площа багатоквартирних будинків з індивідуальним опаленням,"114241,00",2018,Вінниця,Обленерго
"Теплова енергія із ВДЕ, вироблена в громаді (гео-, водо-, геліотермальна+біомаси+біопалива)","1510,00",2018,Вінниця,Обленерго
Реалізовано теплової енергії теплопостачальними підприємствами на опалення та ГВП,"47689,10",2018,Вінниця,Обленерго
Спожито опалення від теплопостачальних підприємств,"38815,50",2018,Вінниця,Обленерго
Спожито енергії в багатоквартирних будинках із централізованим опаленням,"10254,40",2018,Вінниця,Обленерго
"Вся теплова енергія, спожита в громаді","47689,10",2018,Вінниця,Обленерго
Спожито енергоресурсів теплопостачальними підприємствами та підприємствами ГВП,"1377993,00",2018,Вінниця,Обленерго
Спожито енергоресурсів теплопостачальними підприємствами саме на теплопостачання,"1377993,00",2018,Вінниця,Обленерго
Домогосподарств із централізованим теплопостачанням,"34,00",2018,Вінниця,Обленерго
Домогосподарств із гарячим водопостачанням,"21,00",2018,Вінниця,Обленерго
Спожито гарячої води від підприємств ГВП,"8873,60",2018,Вінниця,Обленерго
Годин без теплопостачання внаслідок аварій,"22,00",2018,Вінниця,Обленерго
Аварій в системі теплопостачання,"8,00",2018,Вінниця,Обленерго
Годин без гарячого водопостачання внаслідок аварій,"32,00",2018,Вінниця,Обленерго
Аварій в системі гарячого водопостачання,"6,00",2018,Вінниця,Обленерго
Домогосподарств із централізованим теплопостачанням,"2049,00",2018,Вінниця,Обленерго
Домогосподарств із централізованим ГВП,"1367,00",2018,Вінниця,Обленерго
Кількість діб надання ГВП,"350,00",2018,Вінниця,Обленерго
Спожито гарячої води в житловому секторі,"33282,90",2018,Вінниця,Обленерго
Спожито енергоресурсів підприємствами гарячого водопостачання саме на ГВП,"1377993,00",2018,Вінниця,Обленерго
"Теплова енергія із ВДЕ, вироблена в громаді (гео-, водо-, геліотермальна+біомаси+біопалива)","4386,00",2019,Вінниця,Обленерго
"Вся енергія (електроенергія та тепло), спожита в громаді","43102,80",2019,Вінниця,Обленерго
Опалювальна площа квартир в багатоквартирних будинках з індивідуальним опаленням,"37280,90",2019,Вінниця,Обленерго
Опалювальна площа багатоквартирних будинків з індивідуальним опаленням,"109307,00",2019,Вінниця,Обленерго
"Теплова енергія із ВДЕ, вироблена в громаді (гео-, водо-, геліотермальна+біомаси+біопалива)","4386,00",2019,Вінниця,Обленерго
Реалізовано теплової енергії теплопостачальними підприємствами на опалення та ГВП,"43102,80",2019,Вінниця,Обленерго
Спожито опалення від теплопостачальних підприємств,"34869,20",2019,Вінниця,Обленерго
Спожито енергії в багатоквартирних будинках із централізованим опаленням,"8091,30",2019,Вінниця,Обленерго
"Вся теплова енергія, спожита в громаді","43102,80",2019,Вінниця,Обленерго
Спожито енергоресурсів теплопостачальними підприємствами та підприємствами ГВП,"1307775,00",2019,Вінниця,Обленерго
Спожито енергоресурсів теплопостачальними підприємствами саме на теплопостачання,"1307775,00",2019,Вінниця,Обленерго
Домогосподарств із централізованим теплопостачанням,"30,00",2019,Вінниця,Обленерго
Домогосподарств із гарячим водопостачанням,"20,00",2019,Вінниця,Обленерго
Спожито гарячої води від підприємств ГВП,"8233,60",2019,Вінниця,Обленерго
Годин без теплопостачання внаслідок аварій,"75,00",2019,Вінниця,Обленерго
Аварій в системі теплопостачання,"26,00",2019,Вінниця,Обленерго
Годин без гарячого водопостачання внаслідок аварій,"53,00",2019,Вінниця,Обленерго
Аварій в системі гарячого водопостачання,"10,00",2019,Вінниця,Обленерго
Домогосподарств із централізованим теплопостачанням,"2017,00",2019,Вінниця,Обленерго
Домогосподарств із централізованим ГВП,"1335,00",2019,Вінниця,Обленерго
Кількість діб надання ГВП,"350,00",2019,Вінниця,Обленерго
Спожито гарячої води в житловому секторі,"27248,10",2019,Вінниця,Обленерго
Спожито енергоресурсів підприємствами гарячого водопостачання саме на ГВП,"1307775,00",2019,Вінниця,Обленерго
"Теплова енергія із ВДЕ, вироблена в громаді (гео-, водо-, геліотермальна+біомаси+біопалива)","8063,00",2020,Вінниця,Обленерго
"Вся енергія (електроенергія та тепло), спожита в громаді","38379,80",2020,Вінниця,Обленерго
Опалювальна площа квартир в багатоквартирних будинках з індивідуальним опаленням,"36483,30",2020,Вінниця,Обленерго
Опалювальна площа багатоквартирних будинків з індивідуальним опаленням,"105469,50",2020,Вінниця,Обленерго
"Теплова енергія із ВДЕ, вироблена в громаді (гео-, водо-, геліотермальна+біомаси+біопалива)","8063,00",2020,Вінниця,Обленерго
Реалізовано теплової енергії теплопостачальними підприємствами на опалення та ГВП,"39379,80",2020,Вінниця,Обленерго
Спожито опалення від теплопостачальних підприємств,"33072,80",2020,Вінниця,Обленерго
Спожито енергії в багатоквартирних будинках із централізованим опаленням,"8012,10",2020,Вінниця,Обленерго
"Вся теплова енергія, спожита в громаді","39379,80",2020,Вінниця,Обленерго
Спожито енергоресурсів теплопостачальними підприємствами та підприємствами ГВП,"1192773,00",2020,Вінниця,Обленерго
Спожито енергоресурсів теплопостачальними підприємствами саме на теплопостачання,"1192773,00",2020,Вінниця,Обленерго
Домогосподарств із централізованим теплопостачанням,"29,00",2020,Вінниця,Обленерго
Домогосподарств із гарячим водопостачанням,"17,00",2020,Вінниця,Обленерго
Спожито гарячої води від підприємств ГВП,"6307,00",2020,Вінниця,Обленерго
Годин без теплопостачання внаслідок аварій,"6,00",2020,Вінниця,Обленерго
Аварій в системі теплопостачання,"2,00",2020,Вінниця,Обленерго
Годин без гарячого водопостачання внаслідок аварій,"5,00",2020,Вінниця,Обленерго
Аварій в системі гарячого водопостачання,"1,00",2020,Вінниця,Обленерго
Домогосподарств із централізованим теплопостачанням,"1987,00",2020,Вінниця,Обленерго
Домогосподарств із централізованим ГВП,"1305,00",2020,Вінниця,Обленерго
Кількість діб надання ГВП,"350,00",2020,Вінниця,Обленерго
Спожито гарячої води в житловому секторі,"30989,80",2020,Вінниця,Обленерго
Спожито енергоресурсів підприємствами гарячого водопостачання саме на ГВП,"1192773,00",2020,Вінниця,Обленерго
"Пасажиро-кілометрів, виконаних громадським транспортом за рік","12608,40",2018,Вінниця,Відділ транспорту
"Пасажиро-кілометрів, виконаних електричним громадським транспортом за рік"," 9714,0",2018,Вінниця,Відділ транспорту
"Пасажиро-кілометрів, виконаних неелектричним громадським транспортом за рік","2894,4 ",2018,Вінниця,Відділ транспорту
Пасажиромісць в громадському транспорті із можливістю безготівкової оплати,"1373,00",2018,Вінниця,Відділ транспорту
Велодоріжок,"10,8 ",2018,Вінниця,Відділ транспорту
Велопаркомісць,1100 ,2018,Вінниця,Відділ транспорту
ДТП за участю велосипедистів,7 ,2018,Вінниця,Відділ транспорту
"Пасажиро-кілометрів, виконаних усім громадським транспортом за рік","12608,4 ",2018,Вінниця,Відділ транспорту
ДТП,"173,00",2018,Вінниця,Відділ транспорту
"Пасажиро-кілометрів, виконаних громадським транспортом за рік","12689,4 ",2019,Вінниця,Відділ транспорту
"Пасажиро-кілометрів, виконаних електричним громадським транспортом за рік","9710,4 ",2019,Вінниця,Відділ транспорту
"Пасажиро-кілометрів, виконаних неелектричним громадським транспортом за рік","2979,0 ",2019,Вінниця,Відділ транспорту
Пасажиромісць в громадському транспорті із можливістю безготівкової оплати,"1373,00",2019,Вінниця,Відділ транспорту
Велодоріжок," 11,0",2019,Вінниця,Відділ транспорту
Велопаркомісць,1300 ,2019,Вінниця,Відділ транспорту
ДТП за участю велосипедистів,10 ,2019,Вінниця,Відділ транспорту
"Пасажиро-кілометрів, виконаних усім громадським транспортом за рік","12689,4 ",2019,Вінниця,Відділ транспорту
ДТП,"142,00",2019,Вінниця,Відділ транспорту
"Пасажиро-кілометрів, виконаних громадським транспортом за рік","12608,9 ",2020,Вінниця,Відділ транспорту
"Пасажиро-кілометрів, виконаних електричним громадським транспортом за рік","9594,6 ",2020,Вінниця,Відділ транспорту
"Пасажиро-кілометрів, виконаних неелектричним громадським транспортом за рік","3014,3 ",2020,Вінниця,Відділ транспорту
Пасажиромісць в громадському транспорті із можливістю безготівкової оплати,"2385,00",2020,Вінниця,Відділ транспорту
Велодоріжок,"10,0 ",2020,Вінниця,Відділ транспорту
Велопаркомісць,1400 ,2020,Вінниця,Відділ транспорту
ДТП за участю велосипедистів, 7,2020,Вінниця,Відділ транспорту
"Пасажиро-кілометрів, виконаних усім громадським транспортом за рік","12608,9 ",2020,Вінниця,Відділ транспорту
ДТП,"146,00",2020,Вінниця,Відділ транспорту
Залучених із МФО грантових та кредитних коштів у сталий розвиток та енергоефективність,"37,00",2018,Вінниця,Департамент фінансів
Видатки бюджету розвитку,"961,11",2018,Вінниця,Департамент фінансів
Доходи загального фонду,"4252,94",2018,Вінниця,Департамент фінансів
Доходи спеціального фонду,"492,28",2018,Вінниця,Департамент фінансів
Доходи бюджету розвитку,"85,46",2018,Вінниця,Департамент фінансів
Власні доходи,"2712,52",2018,Вінниця,Департамент фінансів
Міжбюджетні трансферти,"2032,71",2018,Вінниця,Департамент фінансів
Неподаткові доходи,"295,90",2018,Вінниця,Департамент фінансів
Доходи від ПДФО в місцевий бюджет,"1434,68",2018,Вінниця,Департамент фінансів
Доходи від акцизного податку в місцевий бюджет,"212,31",2018,Вінниця,Департамент фінансів
Доходи від плати за землю в місцевий бюджет,"242,90",2018,Вінниця,Департамент фінансів
Доходи від ЄП в місцевий бюджет,"390,31",2018,Вінниця,Департамент фінансів
Доходи від податку на нерухоме майно в місцевий бюджет,"50,16",2018,Вінниця,Департамент фінансів
Доходи від туристичного збору в місцевий бюджет,"0,34",2018,Вінниця,Департамент фінансів
Доходи від інших податків та зборів в місцевий бюджет,"85,91",2018,Вінниця,Департамент фінансів
Видатки загального фонду,"3371,95",2018,Вінниця,Департамент фінансів
Видатки спеціального фонду,"1282,69",2018,Вінниця,Департамент фінансів
Дохідна частина бюджету,"4745,22",2018,Вінниця,Департамент фінансів
Видатки на освіту,"1173,29",2018,Вінниця,Департамент фінансів
Видатки на охорону здоров'я,"486,31",2018,Вінниця,Департамент фінансів
Видатки на соціальний захист,"1081,75",2018,Вінниця,Департамент фінансів
Видатки на ЖКГ,"473,70",2018,Вінниця,Департамент фінансів
Видатки на економічну діяльність,"950,55",2018,Вінниця,Департамент фінансів
Інші видатки,"489,05",2018,Вінниця,Департамент фінансів
Видатки на ПЕР в бюджетних установах,"136,05",2018,Вінниця,Департамент фінансів
Видаткова частина бюджету,"4654,64",2018,Вінниця,Департамент фінансів
Залучених із МФО грантових та кредитних коштів у сталий розвиток та енергоефективність,"54,00",2019,Вінниця,Департамент фінансів
Коштів на мотивацію енергоменеджерів та установ,"0,10",2019,Вінниця,Департамент фінансів
Видатки бюджету розвитку,"1083,58",2019,Вінниця,Департамент фінансів
Доходи загального фонду,"4427,03",2019,Вінниця,Департамент фінансів
Доходи спеціального фонду,"453,74",2019,Вінниця,Департамент фінансів
Доходи бюджету розвитку,"215,75",2019,Вінниця,Департамент фінансів
Власні доходи,"3340,07",2019,Вінниця,Департамент фінансів
Міжбюджетні трансферти,"1540,70",2019,Вінниця,Департамент фінансів
Неподаткові доходи,"335,17",2019,Вінниця,Департамент фінансів
Доходи від ПДФО в місцевий бюджет,"1787,10",2019,Вінниця,Департамент фінансів
Доходи від акцизного податку в місцевий бюджет,"207,60",2019,Вінниця,Департамент фінансів
Доходи від плати за землю в місцевий бюджет,"248,76",2019,Вінниця,Департамент фінансів
Доходи від ЄП в місцевий бюджет,"484,87",2019,Вінниця,Департамент фінансів
Доходи від податку на нерухоме майно в місцевий бюджет,"65,26",2019,Вінниця,Департамент фінансів
Доходи від туристичного збору в місцевий бюджет,"2,05",2019,Вінниця,Департамент фінансів
Доходи від інших податків та зборів в місцевий бюджет,"209,27",2019,Вінниця,Департамент фінансів
Видатки загального фонду,"3598,11",2019,Вінниця,Департамент фінансів
Видатки спеціального фонду,"1376,21",2019,Вінниця,Департамент фінансів
Дохідна частина бюджету,"4880,77",2019,Вінниця,Департамент фінансів
Видатки на освіту,"1371,32",2019,Вінниця,Департамент фінансів
Видатки на охорону здоров'я,"402,27",2019,Вінниця,Департамент фінансів
Видатки на соціальний захист,"732,89",2019,Вінниця,Департамент фінансів
Видатки на ЖКГ,"784,30",2019,Вінниця,Департамент фінансів
Видатки на економічну діяльність,"1014,39",2019,Вінниця,Департамент фінансів
Інші видатки,"669,15",2019,Вінниця,Департамент фінансів
Видатки на ПЕР в бюджетних установах,"134,69",2019,Вінниця,Департамент фінансів
Видаткова частина бюджету,"4974,32",2019,Вінниця,Департамент фінансів
Залучених із МФО грантових та кредитних коштів у сталий розвиток та енергоефективність,"4,46",2020,Вінниця,Департамент фінансів
Коштів на мотивацію енергоменеджерів та установ,"0,10",2020,Вінниця,Департамент фінансів
Видатки бюджету розвитку,"807,83",2020,Вінниця,Департамент фінансів
Доходи загального фонду,"3893,50",2020,Вінниця,Департамент фінансів
Доходи спеціального фонду,"404,77",2020,Вінниця,Департамент фінансів
Доходи бюджету розвитку,"95,62",2020,Вінниця,Департамент фінансів
Власні доходи,"3347,46",2020,Вінниця,Департамент фінансів
Міжбюджетні трансферти,"950,81",2020,Вінниця,Департамент фінансів
Неподаткові доходи,"249,44",2020,Вінниця,Департамент фінансів
Доходи від ПДФО в місцевий бюджет,"1953,92",2020,Вінниця,Департамент фінансів
Доходи від акцизного податку в місцевий бюджет,"231,95",2020,Вінниця,Департамент фінансів
Доходи від плати за землю в місцевий бюджет,"221,65",2020,Вінниця,Департамент фінансів
Доходи від ЄП в місцевий бюджет,"530,04",2020,Вінниця,Департамент фінансів
Доходи від податку на нерухоме майно в місцевий бюджет,"73,80",2020,Вінниця,Департамент фінансів
Доходи від туристичного збору в місцевий бюджет,"0,93",2020,Вінниця,Департамент фінансів
Доходи від інших податків та зборів в місцевий бюджет,"85,73",2020,Вінниця,Департамент фінансів
Видатки загального фонду,"3170,82",2020,Вінниця,Департамент фінансів
Видатки спеціального фонду,"1000,25",2020,Вінниця,Департамент фінансів
Дохідна частина бюджету,"4298,27",2020,Вінниця,Департамент фінансів
Видатки на освіту,"1385,55",2020,Вінниця,Департамент фінансів
Видатки на охорону здоров'я,"373,94",2020,Вінниця,Департамент фінансів
Видатки на соціальний захист,"109,89",2020,Вінниця,Департамент фінансів
Видатки на ЖКГ,"609,74",2020,Вінниця,Департамент фінансів
Видатки на економічну діяльність,"994,21",2020,Вінниця,Департамент фінансів
Інші видатки,"697,75",2020,Вінниця,Департамент фінансів
Видатки на ПЕР в бюджетних установах,"102,49",2020,Вінниця,Департамент фінансів
Видаткова частина бюджету,"4171,07",2020,Вінниця,Департамент фінансів
Юридичних осіб,17 466 ,2018,Вінниця,Департамент економіки
Середня заробітна плата в громаді,"8277,57",2018,Вінниця,Департамент економіки
Обсяг інвестицій в громаді,"135886,70",2018,Вінниця,Департамент економіки
Юридичних осіб,18 191 ,2019,Вінниця,Департамент економіки
Середня заробітна плата в громаді,"9951,00",2019,Вінниця,Департамент економіки
Обсяг інвестицій в громаді,"143163,00",2019,Вінниця,Департамент економіки
Юридичних осіб,18 825 ,2020,Вінниця,Департамент економіки
Середня заробітна плата в громаді,"11056,00",2020,Вінниця,Департамент економіки
Фізичних осіб-підприємців,25939 ,2018,Вінниця,Департамент підприємництва
Фізичних осіб-підприємців,27022 ,2019,Вінниця,Департамент підприємництва
Фізичних осіб-підприємців,26852 ,2020,Вінниця,Департамент підприємництва
Скарг на екологічну ситуацію,"30,00",2018,Вінниця,Відділ екології
Шкідливих викидів від промисловості за рік,"2486,33",2018,Вінниця,Відділ екології
Середньорічна якість атмосферного повітря,"4,50",2018,Вінниця,Відділ екології
Скарг на екологічну ситуацію,"31,00",2019,Вінниця,Відділ екології
Шкідливих викидів від промисловості за рік,"2887,09",2019,Вінниця,Відділ екології
Середньорічна якість атмосферного повітря,"6,70",2019,Вінниця,Відділ екології
Скарг на екологічну ситуацію,"19,00",2020,Вінниця,Відділ екології
Шкідливих викидів від промисловості за рік,"2663,20",2020,Вінниця,Відділ екології
Середньорічна якість атмосферного повітря,"7,20",2020,Вінниця,Відділ екології
Учнів шкіл,"39935,00",2018,Вінниця,Управління освіти
Дітей в ДНЗ,"18245,00",2018,Вінниця,Управління освіти
Дітей дошкільного віку на черзі в потрапляння ДНЗ,"282,00",2018,Вінниця,Управління освіти
Спожито енергії в дошкільних навчальних закладах,"24465,00",2018,Вінниця,Управління освіти
Місць в ДНЗ,"11217,00",2018,Вінниця,Управління освіти
Перебуває осіб в дошкільних навчальних закладах протягом дня,"11672,00",2018,Вінниця,Управління освіти
Перебуває осіб в загальноосвітніх та позашкільні навчальних закладах протягом дня,"37932,00",2018,Вінниця,Управління освіти
Учнів шкіл,41681,2019,Вінниця,Управління освіти
Дітей в ДНЗ,18210,2019,Вінниця,Управління освіти
Дітей дошкільного віку на черзі в потрапляння ДНЗ,281,2019,Вінниця,Управління освіти
Спожито енергії в дошкільних навчальних закладах,22439,2019,Вінниця,Управління освіти
Місць в ДНЗ,11217,2019,Вінниця,Управління освіти
Перебуває осіб в дошкільних навчальних закладах протягом дня,11717,2019,Вінниця,Управління освіти
Перебуває осіб в загальноосвітніх та позашкільні навчальних закладах протягом дня,41681,2019,Вінниця,Управління освіти
Учнів шкіл,42960,2020,Вінниця,Управління освіти
Дітей в ДНЗ,18240,2020,Вінниця,Управління освіти
Дітей дошкільного віку на черзі в потрапляння ДНЗ,281,2020,Вінниця,Управління освіти
Спожито енергії в дошкільних навчальних закладах,19511,2020,Вінниця,Управління освіти
Місць в ДНЗ,11217,2020,Вінниця,Управління освіти
Перебуває осіб в дошкільних навчальних закладах протягом дня,11758,2020,Вінниця,Управління освіти
Перебуває осіб в загальноосвітніх та позашкільні навчальних закладах протягом дня,40812,2020,Вінниця,Управління освіти
"Звернень із хворобами, спричиненими екологією","104428,00",2018,Вінниця,УОЗ
Смертей,"3750,00",2018,Вінниця,УОЗ
Звернень із хворобами,"1880541,00",2018,Вінниця,УОЗ
Перебуває осіб в закладах охорони здоров'я протягом дня,"134,00",2018,Вінниця,УОЗ
"Звернень із хворобами, спричиненими екологією","71879,00",2019,Вінниця,УОЗ
Смертей,"3704,00",2019,Вінниця,УОЗ
Звернень із хворобами,"1873031,00",2019,Вінниця,УОЗ
Перебуває осіб в закладах охорони здоров'я протягом дня,"132,00",2019,Вінниця,УОЗ
"Звернень із хворобами, спричиненими екологією","24962,00",2020,Вінниця,УОЗ
Смертей,"4298,00",2020,Вінниця,УОЗ
Звернень із хворобами,"1511134,00",2020,Вінниця,УОЗ
Перебуває осіб в закладах охорони здоров'я протягом дня,"102,00",2020,Вінниця,УОЗ
Спожито енергії в дошкільних навчальних закладах,"24465,00",2018,Вінниця,Профільні департаменти
Спожито енергії в закладах культури,"412,68",2018,Вінниця,Профільні департаменти
Спожито енергії в спортивних закладах,"133,22",2018,Вінниця,Профільні департаменти
Перебуває осіб в дошкільних навчальних закладах протягом дня,"11672,00",2018,Вінниця,Профільні департаменти
Перебуває осіб в загальноосвітніх та позашкільні навчальних закладах протягом дня,"37932,00",2018,Вінниця,Профільні департаменти
Перебуває осіб в закладах охорони здоров'я протягом дня,"134,00",2018,Вінниця,Профільні департаменти
Перебуває осіб в спортивних закладах протягом дня,"1000,00",2018,Вінниця,Профільні департаменти
Спожито енергії в дошкільних навчальних закладах,"22439,00",2019,Вінниця,Профільні департаменти
Спожито енергії в закладах культури,"417,08",2019,Вінниця,Профільні департаменти
Спожито енергії в спортивних закладах,"134,47",2019,Вінниця,Профільні департаменти
Перебуває осіб в дошкільних навчальних закладах протягом дня,"11717,00",2019,Вінниця,Профільні департаменти
Перебуває осіб в загальноосвітніх та позашкільні навчальних закладах протягом дня,"41681,00",2019,Вінниця,Профільні департаменти
Перебуває осіб в закладах охорони здоров'я протягом дня,"132,00",2019,Вінниця,Профільні департаменти
Перебуває осіб в спортивних закладах протягом дня,"1100,00",2019,Вінниця,Профільні департаменти
Спожито енергії в дошкільних навчальних закладах,"19511,00",2020,Вінниця,Профільні департаменти
Спожито енергії в закладах культури,"313,29",2020,Вінниця,Профільні департаменти
Спожито енергії в спортивних закладах,"117,21",2020,Вінниця,Профільні департаменти
