Показник,Значення,Рік,Громада,Джерело
Доходи від туристичного збору в місцевий бюджет,0.3,2018,Житомир,Департамент фінансів
Доходи від інших податків та зборів в місцевий бюджет,61.4,2018,Житомир,Департамент фінансів
Видатки загального фонду,2773.5,2018,Житомир,Департамент фінансів
Видатки спеціального фонду,401.5,2018,Житомир,Департамент фінансів
Дохідна частина бюджету,3182.2,2018,Житомир,Департамент фінансів
Видатки на освіту,1031.9,2018,Житомир,Департамент фінансів
Видатки на охорону здоров'я,368.4,2018,Житомир,Департамент фінансів
Видатки на соціальний захист,886.7,2018,Житомир,Департамент фінансів
Видатки на ЖКГ,219.9,2018,Житомир,Департамент фінансів
Видатки на економічну діяльність,363,2018,Житомир,Департамент фінансів
Інші видатки,305.1,2018,Житомир,Департамент фінансів
Видатки на ПЕР в бюджетних установах,90.7,2018,Житомир,Департамент фінансів
Видаткова частина бюджету,3175,2018,Житомир,Департамент фінансів
Залучених із МФО грантових та кредитних коштів у сталий розвиток та енергоефективність,47.8,2019,Житомир,Департамент фінансів
Коштів на мотивацію енергоменеджерів та установ,0.8,2019,Житомир,Департамент фінансів
Видатки бюджету розвитку,297.9,2019,Житомир,Департамент фінансів
Доходи загального фонду,3016.9,2019,Житомир,Департамент фінансів
Доходи спеціального фонду,182.9,2019,Житомир,Департамент фінансів
Доходи бюджету розвитку,98.8,2019,Житомир,Департамент фінансів
Власні доходи,74.5,2019,Житомир,Департамент фінансів
Міжбюджетні трансферти,1182.7,2019,Житомир,Департамент фінансів
Неподаткові доходи,143.3,2019,Житомир,Департамент фінансів
Доходи від ПДФО в місцевий бюджет,1181.6,2019,Житомир,Департамент фінансів
Доходи від акцизного податку в місцевий бюджет,137.9,2019,Житомир,Департамент фінансів
Доходи від плати за землю в місцевий бюджет,133.9,2019,Житомир,Департамент фінансів
Доходи від ЄП в місцевий бюджет,279.8,2019,Житомир,Департамент фінансів
Доходи від податку на нерухоме майно в місцевий бюджет,37.5,2019,Житомир,Департамент фінансів
Доходи від туристичного збору в місцевий бюджет,1.6,2019,Житомир,Департамент фінансів
Доходи від інших податків та зборів в місцевий бюджет,101.5,2019,Житомир,Департамент фінансів
Видатки загального фонду,2794.2,2019,Житомир,Департамент фінансів
Видатки спеціального фонду,376,2019,Житомир,Департамент фінансів
Дохідна частина бюджету,3199.8,2019,Житомир,Департамент фінансів
Видатки на освіту,1225.1,2019,Житомир,Департамент фінансів
Видатки на охорону здоров'я,326,2019,Житомир,Департамент фінансів
Видатки на соціальний захист,563.4,2019,Житомир,Департамент фінансів
Видатки на ЖКГ,291.2,2019,Житомир,Департамент фінансів
Видатки на економічну діяльність,425.6,2019,Житомир,Департамент фінансів
Інші видатки,338.9,2019,Житомир,Департамент фінансів
Видатки на ПЕР в бюджетних установах,99.8,2019,Житомир,Департамент фінансів
Видаткова частина бюджету,3170.2,2019,Житомир,Департамент фінансів
Залучених із МФО грантових та кредитних коштів у сталий розвиток та енергоефективність,243.1,2020,Житомир,Департамент фінансів
Коштів на мотивацію енергоменеджерів та установ,0.7,2020,Житомир,Департамент фінансів
Видатки бюджету розвитку,234.4,2020,Житомир,Департамент фінансів
Доходи загального фонду,2576.2,2020,Житомир,Департамент фінансів
Доходи спеціального фонду,160.4,2020,Житомир,Департамент фінансів
Доходи бюджету розвитку,60.3,2020,Житомир,Департамент фінансів
Власні доходи,73.5,2020,Житомир,Департамент фінансів
Міжбюджетні трансферти,601.2,2020,Житомир,Департамент фінансів
Неподаткові доходи,158.7,2020,Житомир,Департамент фінансів
Доходи від ПДФО в місцевий бюджет,1284.2,2020,Житомир,Департамент фінансів
Доходи від акцизного податку в місцевий бюджет,155.1,2020,Житомир,Департамент фінансів
Доходи від плати за землю в місцевий бюджет,123,2020,Житомир,Департамент фінансів
Доходи від ЄП в місцевий бюджет,297.9,2020,Житомир,Департамент фінансів
Доходи від податку на нерухоме майно в місцевий бюджет,42.7,2020,Житомир,Департамент фінансів
Доходи від туристичного збору в місцевий бюджет,0.8,2020,Житомир,Департамент фінансів
Доходи від інших податків та зборів в місцевий бюджет,73,2020,Житомир,Департамент фінансів
Видатки загального фонду,2350,2020,Житомир,Департамент фінансів
Видатки спеціального фонду,333.9,2020,Житомир,Департамент фінансів
Дохідна частина бюджету,2736.6,2020,Житомир,Департамент фінансів
Видатки на освіту,1311.1,2020,Житомир,Департамент фінансів
Видатки на охорону здоров'я,187.2,2020,Житомир,Департамент фінансів
Видатки на соціальний захист,77.1,2020,Житомир,Департамент фінансів
Видатки на ЖКГ,267.8,2020,Житомир,Департамент фінансів
Видатки на економічну діяльність,465.7,2020,Житомир,Департамент фінансів
Інші видатки,375,2020,Житомир,Департамент фінансів
Видатки на ПЕР в бюджетних установах,65,2020,Житомир,Департамент фінансів
Видаткова частина бюджету,2683.9,2020,Житомир,Департамент фінансів
Валовий регіональний продукт,77110,2018,Житомир,Департамент економіки
Юридичних осіб,12047,2018,Житомир,Департамент економіки
Інвестиції,2420400000,2018,Житомир,Департамент економіки
Середня заробітна плата в громаді,7836,2018,Житомир,Департамент економіки
Мешканців,265.2,2018,Житомир,Департамент економіки
Обсяг інвестицій в громаді,2540.7,2018,Житомир,Департамент економіки
Інвестицій в громаду,261.9,2018,Житомир,Департамент економіки
Безробітних,1236,2018,Житомир,Департамент економіки
Середня заробітна плата в країні,7810.88,2018,Житомир,Департамент економіки
Середня заробітна плата в області,7372,2018,Житомир,Департамент економіки
Валовий регіональний продукт,85294,2019,Житомир,Департамент економіки
Юридичних осіб,12777,2019,Житомир,Департамент економіки
Інвестиції,3177800000,2019,Житомир,Департамент економіки
Середня заробітна плата в громаді,9097,2019,Житомир,Департамент економіки
Мешканців,264.3,2019,Житомир,Департамент економіки
Обсяг інвестицій в громаді,2840.4,2019,Житомир,Департамент економіки
Інвестицій в громаду,300,2019,Житомир,Департамент економіки
Безробітних,1231,2019,Житомир,Департамент економіки
Середня заробітна плата в країні,9205.19,2019,Житомир,Департамент економіки
Середня заробітна плата в області,8528,2019,Житомир,Департамент економіки
Юридичних осіб,13076,2020,Житомир,Департамент економіки
Середня заробітна плата в громаді,10187,2020,Житомир,Департамент економіки
Мешканців,263.5,2020,Житомир,Департамент економіки
Безробітних,2515,2020,Житомир,Департамент економіки
Середня заробітна плата в країні,10340.5,2020,Житомир,Департамент економіки
Середня заробітна плата в області,9571,2020,Житомир,Департамент економіки
Фізичних осіб-підприємців,14300,2018,Житомир,Департамент підприємництва
Фізичних осіб-підприємців,14000,2019,Житомир,Департамент підприємництва
Скарг на екологічну ситуацію,22,2018,Житомир,Відділ екології
Скарг на спалювання рослинних залишків та рослинності,1,2018,Житомир,Відділ екології
Скарг на шумове забруднення,2,2018,Житомир,Відділ екології
Скарг на інші забруднення,12,2018,Житомир,Відділ екології
Скарг на екологічну ситуацію,13,2019,Житомир,Відділ екології
Скарг на шумове забруднення,3,2019,Житомир,Відділ екології
Скарг на інші забруднення,5,2019,Житомир,Відділ екології
Скарг на екологічну ситуацію,7,2020,Житомир,Відділ екології
Скарг на шумове забруднення,3,2020,Житомир,Відділ екології
Скарг на інші забруднення,1,2020,Житомир,Відділ екології
Учнів шкіл,30363,2018,Житомир,Управління освіти
Студентів,24613,2018,Житомир,Управління освіти
Дітей в ДНЗ,13428,2018,Житомир,Управління освіти
Дітей дошкільного віку на черзі в потрапляння ДНЗ,396,2018,Житомир,Управління освіти
Спожито енергії в дошкільних навчальних закладах,2928.6,2018,Житомир,Управління освіти
Місць в ДНЗ,9095,2018,Житомир,Управління освіти
Перебуває осіб в дошкільних навчальних закладах протягом дня,6982,2018,Житомир,Управління освіти
Перебуває осіб в загальноосвітніх та позашкільні навчальних закладах протягом дня,36146,2018,Житомир,Управління освіти
Учнів шкіл,31606,2019,Житомир,Управління освіти
Студентів,24474,2019,Житомир,Управління освіти
Дітей в ДНЗ,12467,2019,Житомир,Управління освіти
Дітей дошкільного віку на черзі в потрапляння ДНЗ,205,2019,Житомир,Управління освіти
Спожито енергії в дошкільних навчальних закладах,2994.6,2019,Житомир,Управління освіти
Місць в ДНЗ,9241,2019,Житомир,Управління освіти
Перебуває осіб в дошкільних навчальних закладах протягом дня,6607,2019,Житомир,Управління освіти
Перебуває осіб в загальноосвітніх та позашкільні навчальних закладах протягом дня,37431,2019,Житомир,Управління освіти
Учнів шкіл,32118,2020,Житомир,Управління освіти
Студентів,22051,2020,Житомир,Управління освіти
Дітей в ДНЗ,11705,2020,Житомир,Управління освіти
Дітей дошкільного віку на черзі в потрапляння ДНЗ,150,2020,Житомир,Управління освіти
Спожито енергії в дошкільних навчальних закладах,2215.7,2020,Житомир,Управління освіти
Місць в ДНЗ,9179,2020,Житомир,Управління освіти
Перебуває осіб в дошкільних навчальних закладах протягом дня,5267,2020,Житомир,Управління освіти
Перебуває осіб в загальноосвітніх та позашкільні навчальних закладах протягом дня,37973,2020,Житомир,Управління освіти
"Звернень із хворобами, спричиненими екологією",373,2018,Житомир,УОЗ
Спожито енергії в закладах охорони здоров'я,2343.5,2018,Житомир,УОЗ
Смертей,3262,2018,Житомир,УОЗ
Звернень із хворобами,207438,2018,Житомир,УОЗ
Перебуває осіб в закладах охорони здоров'я протягом дня,8811,2018,Житомир,УОЗ
"Звернень із хворобами, спричиненими екологією",303,2019,Житомир,УОЗ
Спожито енергії в закладах охорони здоров'я,2225.8,2019,Житомир,УОЗ
Смертей,3219,2019,Житомир,УОЗ
Звернень із хворобами,204536,2019,Житомир,УОЗ
Перебуває осіб в закладах охорони здоров'я протягом дня,9382,2019,Житомир,УОЗ
"Звернень із хворобами, спричиненими екологією",188,2020,Житомир,УОЗ
Спожито енергії в закладах охорони здоров'я,2360.9,2020,Житомир,УОЗ
Смертей,3569,2020,Житомир,УОЗ
Звернень із хворобами,144487,2020,Житомир,УОЗ
Перебуває осіб в закладах охорони здоров'я протягом дня,6745,2020,Житомир,УОЗ
Спожито енергії в дошкільних навчальних закладах,2928.6,2018,Житомир,Профільні департаменти
Спожито енергії в закладах охорони здоров'я,2343.5,2018,Житомир,Профільні департаменти
Спожито енергії в закладах культури,847.2,2018,Житомир,Профільні департаменти
Перебуває осіб в дошкільних навчальних закладах протягом дня,6982,2018,Житомир,Профільні департаменти
Перебуває осіб в загальноосвітніх та позашкільні навчальних закладах протягом дня,36146,2018,Житомир,Профільні департаменти
Перебуває осіб в закладах охорони здоров'я протягом дня,8811,2018,Житомир,Профільні департаменти
Перебуває осіб в закладах культури протягом дня,2620,2018,Житомир,Профільні департаменти
Перебуває осіб в спортивних закладах протягом дня,470,2018,Житомир,Профільні департаменти
Перебуває осіб в адміністративних закладах протягом дня,3900,2018,Житомир,Профільні департаменти
Спожито енергії в дошкільних навчальних закладах,2994.6,2019,Житомир,Профільні департаменти
Спожито енергії в закладах охорони здоров'я,2225.8,2019,Житомир,Профільні департаменти
Спожито енергії в закладах культури,790.37,2019,Житомир,Профільні департаменти
Перебуває осіб в дошкільних навчальних закладах протягом дня,6607,2019,Житомир,Профільні департаменти
Перебуває осіб в загальноосвітніх та позашкільні навчальних закладах протягом дня,37431,2019,Житомир,Профільні департаменти
Перебуває осіб в закладах охорони здоров'я протягом дня,9382,2019,Житомир,Профільні департаменти
Перебуває осіб в закладах культури протягом дня,2593,2019,Житомир,Профільні департаменти
Перебуває осіб в спортивних закладах протягом дня,530,2019,Житомир,Профільні департаменти
Перебуває осіб в адміністративних закладах протягом дня,4300,2019,Житомир,Профільні департаменти
Спожито енергії в дошкільних навчальних закладах,2215.7,2020,Житомир,Профільні департаменти
Спожито енергії в закладах охорони здоров'я,2360.9,2020,Житомир,Профільні департаменти
Спожито енергії в закладах культури,751,2020,Житомир,Профільні департаменти
Перебуває осіб в дошкільних навчальних закладах протягом дня,5267,2020,Житомир,Профільні департаменти
Перебуває осіб в загальноосвітніх та позашкільні навчальних закладах протягом дня,37973,2020,Житомир,Профільні департаменти
Перебуває осіб в закладах охорони здоров'я протягом дня,6745,2020,Житомир,Профільні департаменти
Перебуває осіб в закладах культури протягом дня,1876,2020,Житомир,Профільні департаменти
Перебуває осіб в спортивних закладах протягом дня,430,2020,Житомир,Профільні департаменти
Перебуває осіб в адміністративних закладах протягом дня,4100,2020,Житомир,Профільні департаменти
Малих архітектурних форм,76,2018,Житомир,Управління містобудування й архітектури
Малих архітектурних форм,104,2019,Житомир,Управління містобудування й архітектури
Малих архітектурних форм,145,2020,Житомир,Управління містобудування й архітектури
Територія громади,93.359,2018,Житомир,Управління містобудування й архітектури
Територія громади,93.359,2019,Житомир,Управління містобудування й архітектури
Територія громади,93.359,2020,Житомир,Управління містобудування й архітектури
Домогосподарств,1586,2018,Житомир,УЖГ
Квартир в багатоквартирних будинках,63796,2018,Житомир,УЖГ
Опалювальна площа утеплених багатоквартирних будинків із централізованим опаленням,3012.03,2018,Житомир,УЖГ
Опалювальна площа багатоквартирних будинків з ОСББ,1539960,2018,Житомир,УЖГ
Домогосподарств із електропостачанням,1586,2018,Житомир,УЖГ
Домогосподарств із теплопостачанням,959,2018,Житомир,УЖГ
Домогосподарств із газопостачанням,1586,2018,Житомир,УЖГ
Домогосподарств,1586,2019,Житомир,УЖГ
Квартир в багатоквартирних будинках,63796,2019,Житомир,УЖГ
Опалювальна площа утеплених багатоквартирних будинків із централізованим опаленням,3012.03,2019,Житомир,УЖГ
Опалювальна площа багатоквартирних будинків з ОСББ,1539960,2019,Житомир,УЖГ
Домогосподарств із електропостачанням,1586,2019,Житомир,УЖГ
Домогосподарств із теплопостачанням,959,2019,Житомир,УЖГ
Домогосподарств із газопостачанням,1586,2019,Житомир,УЖГ
Домогосподарств,212197.8571,2020,Житомир,УЖГ
Квартир в багатоквартирних будинках,207658.5704,2020,Житомир,УЖГ
Опалювальна площа утеплених багатоквартирних будинків із централізованим опаленням,203119.2836,2020,Житомир,УЖГ
Опалювальна площа багатоквартирних будинків з ОСББ,198579.9968,2020,Житомир,УЖГ
Домогосподарств із електропостачанням,194040.71,2020,Житомир,УЖГ
Домогосподарств із теплопостачанням,189501.4232,2020,Житомир,УЖГ
Домогосподарств із газопостачанням,184962.1364,2020,Житомир,УЖГ
Площа розораних земель та земель с/г призначення,11.93,2018,Житомир,УАПК
Загальна площа посівів,11.93,2018,Житомир,УАПК
Площа розораних земель та земель с/г призначення,11.93,2019,Житомир,УАПК
Загальна площа посівів,11.93,2019,Житомир,УАПК
Площа розораних земель та земель с/г призначення,11.93,2020,Житомир,УАПК
Загальна площа посівів,11.93,2020,Житомир,УАПК
Домогосподарств із субсидіями,50235,2018,Житомир,Департамент соцзахисту
Домогосподарств із субсидіями в приватному секторі,17209,2018,Житомир,Департамент соцзахисту
Квартир із субсидіями в багатоквартирних будинках,33026,2018,Житомир,Департамент соцзахисту
Домогосподарств із субсидіями,27881,2019,Житомир,Департамент соцзахисту
Домогосподарств із субсидіями в приватному секторі,9767,2019,Житомир,Департамент соцзахисту
Квартир із субсидіями в багатоквартирних будинках,18114,2019,Житомир,Департамент соцзахисту
Домогосподарств із субсидіями,21175,2020,Житомир,Департамент соцзахисту
Домогосподарств із субсидіями в приватному секторі,11104,2020,Житомир,Департамент соцзахисту
Квартир із субсидіями в багатоквартирних будинках,10071,2020,Житомир,Департамент соцзахисту
"Домогосподарств, яким надаються послуги поводження із побутовими відходами",35000,2018,Житомир,КП зі збору відходів
Утворених побутових відходів ,46004360,2018,Житомир,КП зі збору відходів
Тариф на поводження з м3 побутових відходів,56.41,2018,Житомир,КП зі збору відходів
Відпрацьовано людино-годин на поводження із побутовими відходами за рік,131576,2018,Житомир,КП зі збору відходів
Потужність встановленої енергетичної установки для використання полігонного газу,1.06,2018,Житомир,КП зі збору відходів
Видобуто полігонного газу для енергетичних потреб,2917,2018,Житомир,КП зі збору відходів
Вироблено електроенергії із полігонного газу,381,2018,Житомир,КП зі збору відходів
Обсяг захоронених відходів за рік,46004,2018,Житомир,КП зі збору відходів
Всього побутових відходів за рік,46004,2018,Житомир,КП зі збору відходів
Обсяг захоронених відходів,46004,2018,Житомир,КП зі збору відходів
"Домогосподарств, яким надаються послуги поводження із побутовими відходами",35000,2019,Житомир,КП зі збору відходів
Утворених побутових відходів ,46004360,2019,Житомир,КП зі збору відходів
Тариф на поводження з м3 побутових відходів,56.41,2019,Житомир,КП зі збору відходів
Відпрацьовано людино-годин на поводження із побутовими відходами за рік,131576,2019,Житомир,КП зі збору відходів
Потужність встановленої енергетичної установки для використання полігонного газу,1.06,2019,Житомир,КП зі збору відходів
Видобуто полігонного газу для енергетичних потреб,2917,2019,Житомир,КП зі збору відходів
Вироблено електроенергії із полігонного газу,381,2019,Житомир,КП зі збору відходів
Обсяг захоронених відходів за рік,46991,2019,Житомир,КП зі збору відходів
Всього побутових відходів за рік,46991,2019,Житомир,КП зі збору відходів
Обсяг захоронених відходів,46991,2019,Житомир,КП зі збору відходів
"Домогосподарств, яким надаються послуги поводження із побутовими відходами",35000,2020,Житомир,КП зі збору відходів
Утворених побутових відходів ,48686720,2020,Житомир,КП зі збору відходів
Тариф на поводження з м3 побутових відходів,100.05,2020,Житомир,КП зі збору відходів
Відпрацьовано людино-годин на поводження із побутовими відходами за рік,130725,2020,Житомир,КП зі збору відходів
Потужність встановленої енергетичної установки для використання полігонного газу,1.06,2020,Житомир,КП зі збору відходів
Видобуто полігонного газу для енергетичних потреб,2268,2020,Житомир,КП зі збору відходів
Вироблено електроенергії із полігонного газу,443.3,2020,Житомир,КП зі збору відходів
Обсяг захоронених відходів за рік,50285,2020,Житомир,КП зі збору відходів
Всього побутових відходів за рік,50285,2020,Житомир,КП зі збору відходів
Обсяг захоронених відходів,50285,2020,Житомир,КП зі збору відходів
Кількість світлодіодних ламп зовнішнього освітлення,15200,2018,Житомир,Міськсвітло
"Протяжність освітлених доріг, проспектів та вулиць",495.659,2018,Житомир,Міськсвітло
Кількість ламп зовнішнього освітлення,14773,2018,Житомир,Міськсвітло
Кількість світлодіодних ламп зовнішнього освітлення,15408,2019,Житомир,Міськсвітло
"Протяжність освітлених доріг, проспектів та вулиць",509.571,2019,Житомир,Міськсвітло
Кількість ламп зовнішнього освітлення,15408,2019,Житомир,Міськсвітло
Кількість світлодіодних ламп зовнішнього освітлення,15686,2020,Житомир,Міськсвітло
"Протяжність освітлених доріг, проспектів та вулиць",501.692,2020,Житомир,Міськсвітло
Кількість ламп зовнішнього освітлення,15686,2020,Житомир,Міськсвітло
"Камер відеоспостереження, підключених до єдиного диспетчерського центру(-ів)",112,2018,Житомир,Гаряча лінія 1580
Аварій в системі електропостачання,658,2018,Житомир,Гаряча лінія 1580
Аварій в системі теплопостачання,12,2018,Житомир,Гаряча лінія 1580
Аварій в системі газопостачання,74,2018,Житомир,Гаряча лінія 1580
"Камер відеоспостереження, підключених до єдиного диспетчерського центру(-ів)",239,2019,Житомир,Гаряча лінія 1580
Аварій в системі електропостачання,517,2019,Житомир,Гаряча лінія 1580
Аварій в системі теплопостачання,12,2019,Житомир,Гаряча лінія 1580
Аварій в системі газопостачання,103,2019,Житомир,Гаряча лінія 1580
"Камер відеоспостереження, підключених до єдиного диспетчерського центру(-ів)",280,2020,Житомир,Гаряча лінія 1580
Аварій в системі електропостачання,406,2020,Житомир,Гаряча лінія 1580
Аварій в системі теплопостачання,7,2020,Житомир,Гаряча лінія 1580
Аварій в системі газопостачання,138,2020,Житомир,Гаряча лінія 1580
"Камер відеоспостереження, підключених до єдиного диспетчерського центру(-ів)",135,2018,Житомир,МВС
Смертей від насильницьких причин,9,2018,Житомир,МВС
ДТП за участю велосипедистів,18,2018,Житомир,МВС
Смертей,2,2018,Житомир,МВС
ДТП,1382,2018,Житомир,МВС
"Камер відеоспостереження, підключених до єдиного диспетчерського центру(-ів)",204,2019,Житомир,МВС
Смертей від насильницьких причин,12,2019,Житомир,МВС
ДТП за участю велосипедистів,17,2019,Житомир,МВС
Смертей,4,2019,Житомир,МВС
ДТП,1444,2019,Житомир,МВС
"Камер відеоспостереження, підключених до єдиного диспетчерського центру(-ів)",254,2020,Житомир,МВС
Смертей від насильницьких причин,19,2020,Житомир,МВС
ДТП за участю велосипедистів,23,2020,Житомир,МВС
Смертей,5,2020,Житомир,МВС
ДТП,1528,2020,Житомир,МВС
Зареєстрованих автотранспортних засобів,11678,2018,Житомир,Сервісний центр МВС
Зареєстрованих бензинових транспортних засобів,3298,2018,Житомир,Сервісний центр МВС
Зареєстрованих дизельних транспортних засобів,4163,2018,Житомир,Сервісний центр МВС
Зареєстрованих електричних та гібридних транспортних засобів,181,2018,Житомир,Сервісний центр МВС
Зареєстрованих транспортних засобів із ГБО,3486,2018,Житомир,Сервісний центр МВС
Зареєстрованих легкових автомобілів,9243,2018,Житомир,Сервісний центр МВС
Зареєстрованих вантажних автомобілів,1438,2018,Житомир,Сервісний центр МВС
Зареєстрованих автобусів,211,2018,Житомир,Сервісний центр МВС
Зареєстрованих мототранспортних засобів,239,2018,Житомир,Сервісний центр МВС
Зареєстрованих автотранспортних засобів,18554,2019,Житомир,Сервісний центр МВС
Зареєстрованих бензинових транспортних засобів,5717,2019,Житомир,Сервісний центр МВС
Зареєстрованих дизельних транспортних засобів,7761,2019,Житомир,Сервісний центр МВС
Зареєстрованих електричних та гібридних транспортних засобів,383,2019,Житомир,Сервісний центр МВС
Зареєстрованих транспортних засобів із ГБО,4205,2019,Житомир,Сервісний центр МВС
Зареєстрованих легкових автомобілів,15861,2019,Житомир,Сервісний центр МВС
Зареєстрованих вантажних автомобілів,1607,2019,Житомир,Сервісний центр МВС
Зареєстрованих автобусів,295,2019,Житомир,Сервісний центр МВС
Зареєстрованих мототранспортних засобів,303,2019,Житомир,Сервісний центр МВС
Зареєстрованих автотранспортних засобів,17072,2020,Житомир,Сервісний центр МВС
Зареєстрованих бензинових транспортних засобів,7583,2020,Житомир,Сервісний центр МВС
Зареєстрованих дизельних транспортних засобів,5544,2020,Житомир,Сервісний центр МВС
Зареєстрованих електричних та гібридних транспортних засобів,602,2020,Житомир,Сервісний центр МВС
Зареєстрованих транспортних засобів із ГБО,2900,2020,Житомир,Сервісний центр МВС
Зареєстрованих легкових автомобілів,15000,2020,Житомир,Сервісний центр МВС
Зареєстрованих вантажних автомобілів,1259,2020,Житомир,Сервісний центр МВС
Зареєстрованих автобусів,137,2020,Житомир,Сервісний центр МВС
Зареєстрованих мототранспортних засобів,231,2020,Житомир,Сервісний центр МВС
Використано палива за рік,3264541000,2018,Житомир,АЗС
Використано бензину за рік,59458200,2018,Житомир,АЗС
Використано дизпалива за рік,166782070,2018,Житомир,АЗС
Використано палива за рік,3121492000,2019,Житомир,АЗС
Використано бензину за рік,69403980,2019,Житомир,АЗС
Використано дизпалива за рік,302211210,2019,Житомир,АЗС
Використано палива за рік,2616750000,2020,Житомир,АЗС
Використано бензину за рік,48746130,2020,Житомир,АЗС
Використано дизпалива за рік,152435430,2020,Житомир,АЗС
Чоловіків працездатного віку,79978,2018,Житомир,Управління статистики
Чоловіків після працездатного віку,18981,2018,Житомир,Управління статистики
Чоловіків до працездатного віку,22554,2018,Житомир,Управління статистики
Жінок працездатного віку,86025,2018,Житомир,Управління статистики
Жінок після працездатного віку,35216,2018,Житомир,Управління статистики
Жінок до працездатного віку,21229,2018,Житомир,Управління статистики
Середня тривалість життя в громаді,70.08,2018,Житомир,Управління статистики
Середня тривалість життя чоловіків в громаді,64.5,2018,Житомир,Управління статистики
Середня тривалість життя жінок в громаді,75.83,2018,Житомир,Управління статистики
Використано палива за рік,3264541000,2018,Житомир,Управління статистики
Використано бензину за рік,59458200,2018,Житомир,Управління статистики
Використано дизпалива за рік,166782070,2018,Житомир,Управління статистики
Чоловіків,121513,2018,Житомир,Управління статистики
Жінок,142470,2018,Житомир,Управління статистики
Середня тривалість життя в країні,71.76,2018,Житомир,Управління статистики
Середня тривалість життя чоловіків в країні,66.69,2018,Житомир,Управління статистики
Середня тривалість життя жінок в країні,76.72,2018,Житомир,Управління статистики
Чоловіків працездатного віку,79060,2019,Житомир,Управління статистики
Чоловіків після працездатного віку,19309,2019,Житомир,Управління статистики
Чоловіків до працездатного віку,22573,2019,Житомир,Управління статистики
Жінок працездатного віку,84836,2019,Житомир,Управління статистики
Жінок після працездатного віку,35978,2019,Житомир,Управління статистики
Жінок до працездатного віку,21305,2019,Житомир,Управління статистики
Середня тривалість життя в громаді,70.28,2019,Житомир,Управління статистики
Середня тривалість життя чоловіків в громаді,64.82,2019,Житомир,Управління статистики
Середня тривалість життя жінок в громаді,75.91,2019,Житомир,Управління статистики
Використано палива за рік,3121492000,2019,Житомир,Управління статистики
Використано бензину за рік,69403980,2019,Житомир,Управління статистики
Використано дизпалива за рік,302211210,2019,Житомир,Управління статистики
Чоловіків,120942,2019,Житомир,Управління статистики
Жінок,142119,2019,Житомир,Управління статистики
Середня тривалість життя в країні,72.01,2019,Житомир,Управління статистики
Середня тривалість життя чоловіків в країні,6692,2019,Житомир,Управління статистики
Середня тривалість життя жінок в країні,76.98,2019,Житомир,Управління статистики
Чоловіків працездатного віку,78296,2020,Житомир,Управління статистики
Чоловіків після працездатного віку,19537,2020,Житомир,Управління статистики
Чоловіків до працездатного віку,22626,2020,Житомир,Управління статистики
Жінок працездатного віку,83840,2020,Житомир,Управління статистики
Жінок після працездатного віку,36587,2020,Житомир,Управління статистики
Жінок до працездатного віку,21364,2020,Житомир,Управління статистики
Середня тривалість життя в громаді,69.72,2020,Житомир,Управління статистики
Середня тривалість життя чоловіків в громаді,64.42,2020,Житомир,Управління статистики
Середня тривалість життя жінок в громаді,75.21,2020,Житомир,Управління статистики
Використано палива за рік,2616750000,2020,Житомир,Управління статистики
Використано бензину за рік,48746130,2020,Житомир,Управління статистики
Використано дизпалива за рік,152435430,2020,Житомир,Управління статистики
Чоловіків,120459,2020,Житомир,Управління статистики
Жінок,141791,2020,Житомир,Управління статистики
Середня тривалість життя в країні,71.35,2020,Житомир,Управління статистики
Середня тривалість життя чоловіків в країні,66.39,2020,Житомир,Управління статистики
Середня тривалість життя жінок в країні,76.22,2020,Житомир,Управління статистики
Потужність встановленої енергетичної установки для використання полігонного газу,1.06,2018,Житомир,Інвестори
Видобуто полігонного газу для енергетичних потреб,2917,2018,Житомир,Інвестори
Вироблено електроенергії із полігонного газу,381,2018,Житомир,Інвестори
Потужність встановленої енергетичної установки для використання полігонного газу,1.06,2019,Житомир,Інвестори
Видобуто полігонного газу для енергетичних потреб,3305,2019,Житомир,Інвестори
Вироблено електроенергії із полігонного газу,377.7,2019,Житомир,Інвестори
Потужність встановленої енергетичної установки для використання полігонного газу,1.06,2020,Житомир,Інвестори
Видобуто полігонного газу для енергетичних потреб,2268,2020,Житомир,Інвестори
Вироблено електроенергії із полігонного газу,443.3,2020,Житомир,Інвестори
