Опалювальна площа утеплених багатоквартирних будинків із централізованим опаленням,м2,1,УЖГ,AT-008,0
Опалювальна площа утеплених багатоквартирних будинків з індивідуальним опаленням,м2,1,УЖГ,AT-009,0
Опалювальна площа утеплених приватних будинків,м2,1,УЖГ,AT-010,0
Опалювальна площа будинків з ІТП,м2,1,УЖГ,AT-011,0
Опалювальна площа аварійних багатоквартирних будинків,м2,1,УЖГ,AT-012,0
Опалювальна площа аварійних приватних будинків,м2,1,УЖГ,AT-013,0
Опалювальна площа багатоквартирних будинків з ОСББ,м2,1,УЖГ,AT-014,0
Домогосподарств із електропостачанням,од.,0,УЖГ,AT-015,0
Домогосподарств із теплопостачанням,од.,0,УЖГ,AT-016,0
Домогосподарств із газопостачанням,од.,0,УЖГ,AT-017,0
Домогосподарств із гарячим водопостачанням,од.,0,УЖГ,AT-018,0
Опалювальна площа квартир в багатоквартирних будинках із централізованим опаленням,м2,1,УЖГ,AT-019,0
Опалювальна площа квартир в багатоквартирних будинках з індивідуальним опаленням,м2,1,УЖГ,AT-020,0
Опалювальна площа приватних будинків,м2,1,УЖГ,AT-021,0
Опалювальна площа багатоквартирних будинків із централізованим опаленням,м2,1,УЖГ,AT-022,0
Опалювальна площа багатоквартирних будинків з індивідуальним опаленням,м2,1,УЖГ,AT-023,0
Опалювальна площа приватних будинків,м2,1,УЖГ,AT-024,0
Опалювальна площа багатоквартирних будинків,м2,1,УЖГ,AT-025,0
Площа зелених насаджень,Км2,1,УКГ,AU-001,0
Площа відновлених та висаджених зелених насаджень за рік,Км2,1,УКГ,AU-002,0
"Площа масових насаджень дерев (парки, сквери, лісопарки, ліси, тощо)",Км2,1,УКГ,AU-003,0
"Площа іншого озеленення (поодинокі дерева, кущі вздовж вулиць, газони, поля, луги тощо (без врахування с/г угідь))",Км2,1,УКГ,AU-004,0
Асфальтована та брукована територія,Км2,1,УКГ,AU-005,0
Площа браунфілдів та деградованих земель,Км2,1,УКГ,AU-006,0
"Протяжність освітлених доріг, проспектів та вулиць",Км.,1,УКГ,AU-007,0
Пішохідних переходів,Од.,0,УКГ,AU-008,0
Безпритульних тварин в притулках,Од.,0,УКГ,AU-009,0
Чіпованих безпритульних тварин,Од.,0,УКГ,AU-010,0
Бродячих тварин,Од.,0,УКГ,AU-011,0
Нападів бродячих тварин,Од.,0,УКГ,AU-012,0
Протяжність пішохідних вулиць,Км.,1,УКГ,AU-013,0
"Протяжність пішохідних доріжок, хідників, тощо",Км.,1,УКГ,AU-014,0
"Протяжність транспортної та пішохідної інфраструктури, пошкодженої або тимчасово недоступної через погодні умови",Км.,1,УКГ,AU-015,0
"Протяжність доріг, проспектів та вулиць, забезпечених громадським транспортом",Км.,1,УКГ,AU-016,0
Велодоріжок,Км.,1,УКГ,AU-017,0
"Протяжність доріг, проспектів та вулиць",км.,1,УКГ,AU-018,0
Протяжність транспортної та пішохідної інфраструктури,км.,1,УКГ,AU-019,0
Площа втрачених врожаїв,Га,1,УАПК,AV-001,0
Площа розораних земель та земель с/г призначення,Км2,1,УАПК,AV-002,0
Загальна площа посівів,га,1,УАПК,AV-003,0
Домогосподарств із субсидіями,Од.,0,Департамент соцзахисту,AW-001,0
Домогосподарств із субсидіями в приватному секторі,Од.,0,Департамент соцзахисту,AW-002,0
Квартир із субсидіями в багатоквартирних будинках,Од.,0,Департамент соцзахисту,AW-003,0
Чоловіків працездатного віку,Од.,0,Департамент соцзахисту,AW-004,0
Чоловіків після працездатного віку,Од.,0,Департамент соцзахисту,AW-005,0
Чоловіків до працездатного віку,Од.,0,Департамент соцзахисту,AW-006,0
Жінок працездатного віку,Од.,0,Департамент соцзахисту,AW-007,0
Жінок після працездатного віку,Од.,0,Департамент соцзахисту,AW-008,0
Жінок до працездатного віку,Од.,0,Департамент соцзахисту,AW-009,0
Середня тривалість життя в громаді,Років,1,Департамент соцзахисту,AW-010,0
Середня тривалість життя чоловіків в громаді,Років,1,Департамент соцзахисту,AW-011,0
Середня тривалість життя жінок в громаді,Років,1,Департамент соцзахисту,AW-012,0
Смертей,осіб,0,Департамент соцзахисту,AW-013,0
Чоловіків,осіб,0,Департамент соцзахисту,AW-014,0
Жінок,осіб,0,Департамент соцзахисту,AW-015,0
Середня тривалість життя в країні,років,1,Департамент соцзахисту,AW-016,0
Середня тривалість життя чоловіків в країні,років,1,Департамент соцзахисту,AW-017,0
Середня тривалість життя жінок в країні,років,1,Департамент соцзахисту,AW-018,0
"Домогосподарств, яким надаються послуги поводження із побутовими відходами",Од.,0,КП зі збору відходів,AX-001,0
Утворених побутових відходів,Кг.,1,КП зі збору відходів,AX-002,0
Тариф на поводження з м3 побутових відходів,Грн.,1,КП зі збору відходів,AX-003,0
Використано пального сміттєвозами за рік,МВт.год.,1,КП зі збору відходів,AX-004,0
Відпрацьовано людино-годин на поводження із побутовими відходами за рік,Год.,1,КП зі збору відходів,AX-005,0
"Побутових відходів, сортованих на лініях",Тонн,1,КП зі збору відходів,AX-006,0
Роздільно зібраних побутових відходів,Тонн,1,КП зі збору відходів,AX-007,0
Перероблених побутових відходів,Тонн,1,КП зі збору відходів,AX-008,0
"Органічних відходів, що потрапляють на полігон",Тонн,1,КП зі збору відходів,AX-009,0
"Будівельних відходів, що потрапляють на полігон",Тонн,1,КП зі збору відходів,AX-010,0
Енергії від спалювання сміття,МВт.год.,1,КП зі збору відходів,AX-011,0
Потужність встановленої енергетичної установки для використання полігонного газу,МВт.,1,КП зі збору відходів,AX-012,0
Видобуто полігонного газу для енергетичних потреб,Тис.м3,1,КП зі збору відходів,AX-013,0
Вироблено теплової енергії із полігонного газу,МВт.год.,1,КП зі збору відходів,AX-014,0
Вироблено електроенергії із полігонного газу,МВт.год.,1,КП зі збору відходів,AX-015,0
Реалізовано електроенергії із полігонного газу за зеленим тарифом,МВт.год.,1,КП зі збору відходів,AX-016,0
Площі стихійних сміттєзвалищ,Км2,1,КП зі збору відходів,AX-017,0
Обсяг захоронених відходів за рік,тонн,1,КП зі збору відходів,AX-018,0
Всього побутових відходів за рік,тонн,1,КП зі збору відходів,AX-019,0
Обсяг захоронених відходів,тонн,1,КП зі збору відходів,AX-020,0
Кількість світлодіодних ламп зовнішнього освітлення,Од.,0,Міськсвітло,AY-001,0
"Протяжність освітлених доріг, проспектів та вулиць",Км.,1,Міськсвітло,AY-002,0
Кількість ламп зовнішнього освітлення,од.,0,Міськсвітло,AY-003,0
Скарг на екологічну ситуацію,Од.,0,Гаряча лінія 1580,AZ-001,0
Скарг на спалювання рослинних залишків та рослинності,Од.,0,Гаряча лінія 1580,AZ-002,0
Скарг на порушення щодо поводження із тваринними відходами,Од.,0,Гаряча лінія 1580,AZ-003,0
Скарг на шумове забруднення,Од.,0,Гаряча лінія 1580,AZ-004,0
Скарг на світлове забруднення,Од.,0,Гаряча лінія 1580,AZ-005,0
Скарг на інші забруднення,Од.,0,Гаряча лінія 1580,AZ-006,0
"Камер відеоспостереження, підключених до єдиного диспетчерського центру(-ів)",Од.,0,Гаряча лінія 1580,AZ-007,0
Годин без електропостачання внаслідок аварій,Год.,1,Гаряча лінія 1580,AZ-008,0
Аварій в системі електропостачання,Од.,0,Гаряча лінія 1580,AZ-009,0
Годин без теплопостачання внаслідок аварій,Год.,1,Гаряча лінія 1580,AZ-010,0
Аварій в системі теплопостачання,Од.,0,Гаряча лінія 1580,AZ-011,0
Годин без газопостачання внаслідок аварій,Год.,1,Гаряча лінія 1580,AZ-012,0
Аварій в системі газопостачання,Од.,0,Гаряча лінія 1580,AZ-013,0
Годин без гарячого водопостачання внаслідок аварій,Год.,1,Гаряча лінія 1580,AZ-014,0
Аварій в системі гарячого водопостачання,Од.,0,Гаряча лінія 1580,AZ-015,0
Скарг на спалювання рослинних залишків та рослинності,Од.,0,ДСНС,BA-001,0
Скарг на інші забруднення,Од.,0,ДСНС,BA-002,0
"Пошкоджених домогосподарств внаслідок зсувів, просідання грунту, тощо",Од.,0,ДСНС,BA-003,0
Скарг на порушення щодо поводження із тваринними відходами,Од.,0,Санепідемстанція,BB-001,0
Скарг на інші забруднення,Од.,0,Санепідемстанція,BB-002,0
Фізичних осіб-підприємців,Осіб,0,ДПС,BC-001,0
Юридичних осіб,Осіб,0,ДПС,BC-002,0
"Камер відеоспостереження, підключених до єдиного диспетчерського центру(-ів)",Од.,0,МВС,BD-001,0
Смертей від насильницьких причин,Осіб,0,МВС,BD-002,0
ДТП за участю велосипедистів,Од.,0,МВС,BD-003,0
Загиблих у ДТП велосипедистів,Од.,0,МВС,BD-004,0
Смертей,осіб,0,МВС,BD-005,0
ДТП,од.,0,МВС,BD-006,0
Зареєстрованих автотранспортних засобів,Од.,0,Сервісний центр МВС,BE-001,0
Зареєстрованих бензинових транспортних засобів,Од.,0,Сервісний центр МВС,BE-002,0
Зареєстрованих дизельних транспортних засобів,Од.,0,Сервісний центр МВС,BE-003,0
Зареєстрованих електричних та гібридних транспортних засобів,Од.,0,Сервісний центр МВС,BE-004,0
Зареєстрованих транспортних засобів із ГБО,Од.,0,Сервісний центр МВС,BE-005,0
Зареєстрованих легкових автомобілів,Од.,0,Сервісний центр МВС,BE-006,0
Зареєстрованих вантажних автомобілів,Од.,0,Сервісний центр МВС,BE-007,0
Зареєстрованих автобусів,Од.,0,Сервісний центр МВС,BE-008,0
Зареєстрованих мототранспортних засобів,Од.,0,Сервісний центр МВС,BE-009,0
Зареєстрованих транспортних засобів,од.,0,Сервісний центр МВС,BE-010,0
Транспортних засобів,од.,0,Сервісний центр МВС,BE-011,0
Транспортних засобів із ДВЗ,од.,0,Сервісний центр МВС,BE-012,0
Транспортних засобів із ГБО,од.,0,Сервісний центр МВС,BE-013,0
Використано палива за рік,кВт.год.,1,АЗС,BF-001,0
Використано бензину за рік,кВт.год.,1,АЗС,BF-002,0
Використано дизпалива за рік,кВт.год.,1,АЗС,BF-003,0
Використано автомобільних газів за рік,кВт.год.,1,АЗС,BF-004,0
Використано електроенергії транспортними засобами за рік,кВт.год.,1,АЗС,BF-005,0
Чоловіків працездатного віку,Од.,0,Управління статистики,BG-001,0
Чоловіків після працездатного віку,Од.,0,Управління статистики,BG-002,0
Чоловіків до працездатного віку,Од.,0,Управління статистики,BG-003,0
Жінок працездатного віку,Од.,0,Управління статистики,BG-004,0
Жінок після працездатного віку,Од.,0,Управління статистики,BG-005,0
Жінок до працездатного віку,Од.,0,Управління статистики,BG-006,0
Середня тривалість життя в громаді,Років,1,Управління статистики,BG-007,0
Середня тривалість життя чоловіків в громаді,Років,1,Управління статистики,BG-008,0
Середня тривалість життя жінок в громаді,Років,1,Управління статистики,BG-009,0
Використано палива за рік,кВт.год.,1,Управління статистики,BG-010,0
Використано бензину за рік,кВт.год.,1,Управління статистики,BG-011,0
Використано дизпалива за рік,кВт.год.,1,Управління статистики,BG-012,0
Використано автомобільних газів за рік,кВт.год.,1,Управління статистики,BG-013,0
Використано електроенергії транспортними засобами за рік,кВт.год.,1,Управління статистики,BG-014,0
Чоловіків,осіб,0,Управління статистики,BG-015,0
Жінок,осіб,0,Управління статистики,BG-016,0
Середня тривалість життя в країні,років,1,Управління статистики,BG-017,0
Середня тривалість життя чоловіків в країні,років,1,Управління статистики,BG-018,0
Середня тривалість життя жінок в країні,років,1,Управління статистики,BG-019,0
Інвестиції у ВДЕ,Млн.грн.,1,Інвестори,BH-001,0
Енергії від спалювання сміття,МВт.год.,1,Інвестори,BH-002,0
Потужність встановленої енергетичної установки для використання полігонного газу,МВт.,1,Інвестори,BH-003,0
Видобуто полігонного газу для енергетичних потреб,Тис.м3,1,Інвестори,BH-004,0
Вироблено теплової енергії із полігонного газу,МВт.год.,1,Інвестори,BH-005,0
Вироблено електроенергії із полігонного газу,МВт.год.,1,Інвестори,BH-006,0
Реалізовано електроенергії із полігонного газу за зеленим тарифом,МВт.год.,1,Інвестори,BH-007,0
"Вартість енергоресурсів (опалення та енергопостачання), спожитих в громаді (всі стаціонарні споживачі)",млн.грн.,1,Інвестори,BH-008,0
