Показник,Значення,Рік,Громада,Джерело
Обсяг інвестицій в громаді,577.1,2018,Нововолинськ,Департамент економіки
Безробітних,539,2018,Нововолинськ,Департамент економіки
Середня заробітна плата в країні,8865,2018,Нововолинськ,Департамент економіки
Середня заробітна плата в області,7336,2018,Нововолинськ,Департамент економіки
Середній дохід домогосподарства на рік,8905,2018,Нововолинськ,Департамент економіки
Юридичних осіб,934,2019,Нововолинськ,Департамент економіки
Середня заробітна плата в громаді,9736,2019,Нововолинськ,Департамент економіки
Мешканців,55676,2019,Нововолинськ,Департамент економіки
Середня заробітна плата в країні,10497,2019,Нововолинськ,Департамент економіки
Середня заробітна плата в області,8678,2019,Нововолинськ,Департамент економіки
Юридичних осіб,963,2020,Нововолинськ,Департамент економіки
Середня заробітна плата в громаді,10190,2020,Нововолинськ,Департамент економіки
Мешканців,58646,2020,Нововолинськ,Департамент економіки
Середня заробітна плата в країні,11591,2020,Нововолинськ,Департамент економіки
Середня заробітна плата в області,9267,2020,Нововолинськ,Департамент економіки
Фізичних осіб-підприємців,2754,2018,Нововолинськ,Департамент підприємництва
Фізичних осіб-підприємців,2583,2019,Нововолинськ,Департамент підприємництва
Фізичних осіб-підприємців,2590,2020,Нововолинськ,Департамент підприємництва
Скарг на екологічну ситуацію,5,2018,Нововолинськ,Відділ екології
Площа зелених насаджень,308.9,2018,Нововолинськ,Відділ екології
Площа відновлених та висаджених зелених насаджень за рік,5000,2018,Нововолинськ,Відділ екології
"Площа масових насаджень дерев (парки, сквери, лісопарки, ліси, тощо)",90,2018,Нововолинськ,Відділ екології
"Площа іншого озеленення (поодинокі дерева, кущі вздовж вулиць, газони, поля, луги тощо (без врахування с/г угідь))",218.9,2018,Нововолинськ,Відділ екології
Протяжність облагороджених берегів водойм,1.5,2018,Нововолинськ,Відділ екології
Площі стихійних сміттєзвалищ,2,2018,Нововолинськ,Відділ екології
Протяжність берегової смуги,12,2018,Нововолинськ,Відділ екології
Скарг на екологічну ситуацію,5,2019,Нововолинськ,Відділ екології
Скарг на спалювання рослинних залишків та рослинності,3,2019,Нововолинськ,Відділ екології
Площа зелених насаджень,308.9,2019,Нововолинськ,Відділ екології
Площа відновлених та висаджених зелених насаджень за рік,5000,2019,Нововолинськ,Відділ екології
"Площа масових насаджень дерев (парки, сквери, лісопарки, ліси, тощо)",90,2019,Нововолинськ,Відділ екології
"Площа іншого озеленення (поодинокі дерева, кущі вздовж вулиць, газони, поля, луги тощо (без врахування с/г угідь))",218.9,2019,Нововолинськ,Відділ екології
Протяжність облагороджених берегів водойм,1.5,2019,Нововолинськ,Відділ екології
Площі стихійних сміттєзвалищ,2.1,2019,Нововолинськ,Відділ екології
Протяжність берегової смуги,12,2019,Нововолинськ,Відділ екології
Скарг на екологічну ситуацію,5,2020,Нововолинськ,Відділ екології
Скарг на спалювання рослинних залишків та рослинності,3,2020,Нововолинськ,Відділ екології
Площа зелених насаджень,308.9,2020,Нововолинськ,Відділ екології
Площа відновлених та висаджених зелених насаджень за рік,5000,2020,Нововолинськ,Відділ екології
"Площа масових насаджень дерев (парки, сквери, лісопарки, ліси, тощо)",90,2020,Нововолинськ,Відділ екології
"Площа іншого озеленення (поодинокі дерева, кущі вздовж вулиць, газони, поля, луги тощо (без врахування с/г угідь))",218.9,2020,Нововолинськ,Відділ екології
Протяжність облагороджених берегів водойм,1.5,2020,Нововолинськ,Відділ екології
Площі стихійних сміттєзвалищ,2.5,2020,Нововолинськ,Відділ екології
Протяжність берегової смуги,12,2020,Нововолинськ,Відділ екології
Учнів шкіл,5533,2018,Нововолинськ,Управління освіти
Дітей в ДНЗ,2000,2018,Нововолинськ,Управління освіти
Дітей дошкільного віку на черзі в потрапляння ДНЗ,520,2018,Нововолинськ,Управління освіти
Місць в ДНЗ,1145,2018,Нововолинськ,Управління освіти
Перебуває осіб в дошкільних навчальних закладах протягом дня,1060,2018,Нововолинськ,Управління освіти
Учнів шкіл,5740,2019,Нововолинськ,Управління освіти
Дітей в ДНЗ,1880,2019,Нововолинськ,Управління освіти
Дітей дошкільного віку на черзі в потрапляння ДНЗ,435,2019,Нововолинськ,Управління освіти
Місць в ДНЗ,1122,2019,Нововолинськ,Управління освіти
Перебуває осіб в дошкільних навчальних закладах протягом дня,885,2019,Нововолинськ,Управління освіти
Учнів шкіл,4500,2020,Нововолинськ,Управління освіти
Дітей в ДНЗ,1665,2020,Нововолинськ,Управління освіти
Дітей дошкільного віку на черзі в потрапляння ДНЗ,370,2020,Нововолинськ,Управління освіти
Спожито енергії в дошкільних навчальних закладах,217,2020,Нововолинськ,Управління освіти
Спожито енергії в загальноосвітніх та позашкільних навчальних закладах,270,2020,Нововолинськ,Управління освіти
Місць в ДНЗ,1175,2020,Нововолинськ,Управління освіти
Перебуває осіб в дошкільних навчальних закладах протягом дня,780,2020,Нововолинськ,Управління освіти
Смертей,200,2018,Нововолинськ,УОЗ
Перебуває осіб в закладах охорони здоров'я протягом дня,910,2018,Нововолинськ,УОЗ
Смертей,210,2019,Нововолинськ,УОЗ
Перебуває осіб в закладах охорони здоров'я протягом дня,808,2019,Нововолинськ,УОЗ
Смертей,216,2020,Нововолинськ,УОЗ
Перебуває осіб в закладах охорони здоров'я протягом дня,471,2020,Нововолинськ,УОЗ
Спожито енергії в закладах культури,0.07312,2018,Нововолинськ,Профільні департаменти
Спожито енергії в спортивних закладах,47,2018,Нововолинськ,Профільні департаменти
Перебуває осіб в закладах охорони здоров'я протягом дня,910,2018,Нововолинськ,Профільні департаменти
Перебуває осіб в закладах культури протягом дня,650,2018,Нововолинськ,Профільні департаменти
Перебуває осіб в спортивних закладах протягом дня,210,2018,Нововолинськ,Профільні департаменти
Спожито енергії в закладах культури,0.07935,2019,Нововолинськ,Профільні департаменти
Спожито енергії в спортивних закладах,43,2019,Нововолинськ,Профільні департаменти
Перебуває осіб в закладах охорони здоров'я протягом дня,808,2019,Нововолинськ,Профільні департаменти
Перебуває осіб в закладах культури протягом дня,670,2019,Нововолинськ,Профільні департаменти
Перебуває осіб в спортивних закладах протягом дня,220,2019,Нововолинськ,Профільні департаменти
Спожито енергії в закладах культури,0.07757,2020,Нововолинськ,Профільні департаменти
Спожито енергії в спортивних закладах,37,2020,Нововолинськ,Профільні департаменти
Перебуває осіб в закладах охорони здоров'я протягом дня,471,2020,Нововолинськ,Профільні департаменти
Перебуває осіб в закладах культури протягом дня,425,2020,Нововолинськ,Профільні департаменти
Перебуває осіб в спортивних закладах протягом дня,110,2020,Нововолинськ,Профільні департаменти
"Протяжність освітлених доріг, проспектів та вулиць",128.9,2018,Нововолинськ,Управління містобудування й архітектури
Пішохідних переходів,10,2018,Нововолинськ,Управління містобудування й архітектури
Освітлених пішохідних переходів,10,2018,Нововолинськ,Управління містобудування й архітектури
Пішохідних переходів із заниженими бордюрами,10,2018,Нововолинськ,Управління містобудування й архітектури
Протяжність пішохідних вулиць,71.3,2018,Нововолинськ,Управління містобудування й архітектури
"Протяжність пішохідних доріжок, хідників, тощо",37.9,2018,Нововолинськ,Управління містобудування й архітектури
"Протяжність доріг, проспектів та вулиць",92.1,2018,Нововолинськ,Управління містобудування й архітектури
Протяжність транспортної та пішохідної інфраструктури,62.5,2018,Нововолинськ,Управління містобудування й архітектури
"Протяжність освітлених доріг, проспектів та вулиць",132.6,2019,Нововолинськ,Управління містобудування й архітектури
Пішохідних переходів,10,2019,Нововолинськ,Управління містобудування й архітектури
Освітлених пішохідних переходів,10,2019,Нововолинськ,Управління містобудування й архітектури
Пішохідних переходів із заниженими бордюрами,10,2019,Нововолинськ,Управління містобудування й архітектури
Протяжність пішохідних вулиць,71.3,2019,Нововолинськ,Управління містобудування й архітектури
"Протяжність пішохідних доріжок, хідників, тощо",37.9,2019,Нововолинськ,Управління містобудування й архітектури
"Протяжність доріг, проспектів та вулиць",92.1,2019,Нововолинськ,Управління містобудування й архітектури
Протяжність транспортної та пішохідної інфраструктури,62.5,2019,Нововолинськ,Управління містобудування й архітектури
"Протяжність освітлених доріг, проспектів та вулиць",136.4,2020,Нововолинськ,Управління містобудування й архітектури
Пішохідних переходів,10,2020,Нововолинськ,Управління містобудування й архітектури
Освітлених пішохідних переходів,10,2020,Нововолинськ,Управління містобудування й архітектури
Пішохідних переходів із заниженими бордюрами,10,2020,Нововолинськ,Управління містобудування й архітектури
Протяжність пішохідних вулиць,71.3,2020,Нововолинськ,Управління містобудування й архітектури
"Протяжність пішохідних доріжок, хідників, тощо",37.9,2020,Нововолинськ,Управління містобудування й архітектури
"Протяжність доріг, проспектів та вулиць",92.1,2020,Нововолинськ,Управління містобудування й архітектури
Протяжність транспортної та пішохідної інфраструктури,62.5,2020,Нововолинськ,Управління містобудування й архітектури
Територія громади,75.3,2020,Нововолинськ,Управління містобудування й архітектури
Освітлених пішохідних переходів,10,2018,Нововолинськ,УКБ
Пішохідних переходів із заниженими бордюрами,10,2018,Нововолинськ,УКБ
Пішохідних переходів,10,2018,Нововолинськ,УКБ
Освітлених пішохідних переходів,10,2019,Нововолинськ,УКБ
Пішохідних переходів із заниженими бордюрами,10,2019,Нововолинськ,УКБ
Пішохідних переходів,10,2019,Нововолинськ,УКБ
Освітлених пішохідних переходів,10,2020,Нововолинськ,УКБ
Пішохідних переходів із заниженими бордюрами,10,2020,Нововолинськ,УКБ
Пішохідних переходів,10,2020,Нововолинськ,УКБ
Опалювальна площа квартир в багатоквартирних будинках із централізованим опаленням,670675,2018,Нововолинськ,УЖГ
Опалювальна площа квартир в багатоквартирних будинках з індивідуальним опаленням,62912.5,2018,Нововолинськ,УЖГ
Опалювальна площа квартир в багатоквартирних будинках із централізованим опаленням,646761,2019,Нововолинськ,УЖГ
Опалювальна площа квартир в багатоквартирних будинках з індивідуальним опаленням,62698,2019,Нововолинськ,УЖГ
Опалювальна площа квартир в багатоквартирних будинках із централізованим опаленням,646864,2020,Нововолинськ,УЖГ
Опалювальна площа квартир в багатоквартирних будинках з індивідуальним опаленням,62448,2020,Нововолинськ,УЖГ
Площа зелених насаджень,308.9,2018,Нововолинськ,УКГ
Площа відновлених та висаджених зелених насаджень за рік,5000,2018,Нововолинськ,УКГ
"Площа масових насаджень дерев (парки, сквери, лісопарки, ліси, тощо)",90,2018,Нововолинськ,УКГ
"Площа іншого озеленення (поодинокі дерева, кущі вздовж вулиць, газони, поля, луги тощо (без врахування с/г угідь))",218.9,2018,Нововолинськ,УКГ
"Протяжність освітлених доріг, проспектів та вулиць",92.1,2018,Нововолинськ,УКГ
Пішохідних переходів,10,2018,Нововолинськ,УКГ
Протяжність пішохідних вулиць,71.3,2018,Нововолинськ,УКГ
"Протяжність пішохідних доріжок, хідників, тощо",37.9,2018,Нововолинськ,УКГ
"Протяжність доріг, проспектів та вулиць",92.1,2018,Нововолинськ,УКГ
Протяжність транспортної та пішохідної інфраструктури,62.5,2018,Нововолинськ,УКГ
Площа зелених насаджень,308.9,2019,Нововолинськ,УКГ
Площа відновлених та висаджених зелених насаджень за рік,5000,2019,Нововолинськ,УКГ
"Площа масових насаджень дерев (парки, сквери, лісопарки, ліси, тощо)",90,2019,Нововолинськ,УКГ
"Площа іншого озеленення (поодинокі дерева, кущі вздовж вулиць, газони, поля, луги тощо (без врахування с/г угідь))",218.9,2019,Нововолинськ,УКГ
"Протяжність освітлених доріг, проспектів та вулиць",92.1,2019,Нововолинськ,УКГ
Пішохідних переходів,10,2019,Нововолинськ,УКГ
Протяжність пішохідних вулиць,71.3,2019,Нововолинськ,УКГ
"Протяжність пішохідних доріжок, хідників, тощо",37.9,2019,Нововолинськ,УКГ
"Протяжність доріг, проспектів та вулиць",92.1,2019,Нововолинськ,УКГ
Протяжність транспортної та пішохідної інфраструктури,62.5,2019,Нововолинськ,УКГ
Площа зелених насаджень,308.9,2020,Нововолинськ,УКГ
Площа відновлених та висаджених зелених насаджень за рік,5000,2020,Нововолинськ,УКГ
"Площа масових насаджень дерев (парки, сквери, лісопарки, ліси, тощо)",90,2020,Нововолинськ,УКГ
"Площа іншого озеленення (поодинокі дерева, кущі вздовж вулиць, газони, поля, луги тощо (без врахування с/г угідь))",218.9,2020,Нововолинськ,УКГ
"Протяжність освітлених доріг, проспектів та вулиць",92.1,2020,Нововолинськ,УКГ
Пішохідних переходів,10,2020,Нововолинськ,УКГ
Протяжність пішохідних вулиць,71.3,2020,Нововолинськ,УКГ
"Протяжність пішохідних доріжок, хідників, тощо",37.9,2020,Нововолинськ,УКГ
"Протяжність доріг, проспектів та вулиць",92.1,2020,Нововолинськ,УКГ
Протяжність транспортної та пішохідної інфраструктури,62.5,2020,Нововолинськ,УКГ
Домогосподарств із субсидіями,6056,2018,Нововолинськ,Департамент соцзахисту
Домогосподарств із субсидіями в приватному секторі,2072,2018,Нововолинськ,Департамент соцзахисту
Квартир із субсидіями в багатоквартирних будинках,3984,2018,Нововолинськ,Департамент соцзахисту
Смертей,753,2018,Нововолинськ,Департамент соцзахисту
Домогосподарств із субсидіями,5857,2019,Нововолинськ,Департамент соцзахисту
Домогосподарств із субсидіями в приватному секторі,2039,2019,Нововолинськ,Департамент соцзахисту
Квартир із субсидіями в багатоквартирних будинках,3818,2019,Нововолинськ,Департамент соцзахисту
Чоловіків,25846,2019,Нововолинськ,Департамент соцзахисту
Жінок,30298,2019,Нововолинськ,Департамент соцзахисту
Домогосподарств із субсидіями,5144,2020,Нововолинськ,Департамент соцзахисту
Домогосподарств із субсидіями в приватному секторі,1416,2020,Нововолинськ,Департамент соцзахисту
Квартир із субсидіями в багатоквартирних будинках,3728,2020,Нововолинськ,Департамент соцзахисту
Утворених побутових відходів ,17.4,2018,Нововолинськ,КП зі збору відходів
Використано пального сміттєвозами за рік,424,2018,Нововолинськ,КП зі збору відходів
Відпрацьовано людино-годин на поводження із побутовими відходами за рік,4557,2018,Нововолинськ,КП зі збору відходів
Роздільно зібраних побутових відходів,20.3,2018,Нововолинськ,КП зі збору відходів
Перероблених побутових відходів ,24200,2018,Нововолинськ,КП зі збору відходів
"Будівельних відходів, що потрапляють на полігон",48,2018,Нововолинськ,КП зі збору відходів
Площі стихійних сміттєзвалищ,2,2018,Нововолинськ,КП зі збору відходів
Обсяг захоронених відходів за рік,21800,2018,Нововолинськ,КП зі збору відходів
Всього побутових відходів за рік,17400,2018,Нововолинськ,КП зі збору відходів
Обсяг захоронених відходів,21800,2018,Нововолинськ,КП зі збору відходів
Утворених побутових відходів ,17.1,2019,Нововолинськ,КП зі збору відходів
Використано пального сміттєвозами за рік,545,2019,Нововолинськ,КП зі збору відходів
Відпрацьовано людино-годин на поводження із побутовими відходами за рік,5012,2019,Нововолинськ,КП зі збору відходів
Роздільно зібраних побутових відходів,22.8,2019,Нововолинськ,КП зі збору відходів
Перероблених побутових відходів ,24584,2019,Нововолинськ,КП зі збору відходів
"Будівельних відходів, що потрапляють на полігон",50,2019,Нововолинськ,КП зі збору відходів
Площі стихійних сміттєзвалищ,2.1,2019,Нововолинськ,КП зі збору відходів
Утворених побутових відходів ,17.6,2020,Нововолинськ,КП зі збору відходів
Використано пального сміттєвозами за рік,1098,2020,Нововолинськ,КП зі збору відходів
Відпрацьовано людино-годин на поводження із побутовими відходами за рік,5223,2020,Нововолинськ,КП зі збору відходів
Роздільно зібраних побутових відходів,17.8,2020,Нововолинськ,КП зі збору відходів
Перероблених побутових відходів ,23972,2020,Нововолинськ,КП зі збору відходів
"Будівельних відходів, що потрапляють на полігон",55,2020,Нововолинськ,КП зі збору відходів
Площі стихійних сміттєзвалищ,2.5,2020,Нововолинськ,КП зі збору відходів
Обсяг захоронених відходів за рік,23972,2020,Нововолинськ,КП зі збору відходів
Всього побутових відходів за рік,17600,2020,Нововолинськ,КП зі збору відходів
Обсяг захоронених відходів,23972,2020,Нововолинськ,КП зі збору відходів
Кількість світлодіодних ламп зовнішнього освітлення,186,2018,Нововолинськ,Міськсвітло
"Протяжність освітлених доріг, проспектів та вулиць",128.9,2018,Нововолинськ,Міськсвітло
Кількість ламп зовнішнього освітлення,686,2018,Нововолинськ,Міськсвітло
Кількість світлодіодних ламп зовнішнього освітлення,449,2019,Нововолинськ,Міськсвітло
"Протяжність освітлених доріг, проспектів та вулиць",132.6,2019,Нововолинськ,Міськсвітло
Кількість ламп зовнішнього освітлення,1297,2019,Нововолинськ,Міськсвітло
Кількість світлодіодних ламп зовнішнього освітлення,270,2020,Нововолинськ,Міськсвітло
"Протяжність освітлених доріг, проспектів та вулиць",136.4,2020,Нововолинськ,Міськсвітло
Кількість ламп зовнішнього освітлення,980,2020,Нововолинськ,Міськсвітло
Скарг на екологічну ситуацію,5,2018,Нововолинськ,Гаряча лінія 1580
Скарг на екологічну ситуацію,5,2019,Нововолинськ,Гаряча лінія 1580
Скарг на спалювання рослинних залишків та рослинності,3,2019,Нововолинськ,Гаряча лінія 1580
Скарг на екологічну ситуацію,5,2020,Нововолинськ,Гаряча лінія 1580
Скарг на спалювання рослинних залишків та рослинності,3,2020,Нововолинськ,Гаряча лінія 1580
Юридичних осіб,913,2018,Нововолинськ,ДПС
Юридичних осіб,934,2019,Нововолинськ,ДПС
Юридичних осіб,963,2020,Нововолинськ,ДПС
